x y vx vy
-0.437854 1.20218 -0.580955 -0.211593 
-0.607278 1.13225 -0.54502 -0.292319 
-0.304806 -0.42132 0.352089 -0.25472 
-0.887311 -1.50332 0.52684 -0.310958 
0.914995 -1.58901 0.526441 0.303139 
-0.143184 -0.210804 0.201087 -0.136584 
0.362601 -0.738658 0.501216 0.246043 
0.307267 1.07153 -0.584711 0.16767 
1.40246 0.361002 -0.154625 0.600706 
-1.4146 -0.691832 0.271544 -0.555233 
-0.804194 -0.114521 0.078313 -0.549934 
0.118795 -0.117865 0.115448 0.11636 
-0.94822 1.57257 -0.520107 -0.313612 
1.50089 0.319014 -0.128704 0.605527 
-1.75998 -0.216791 0.0746335 -0.605901 
-0.831924 -0.300891 0.195035 -0.539246 
0.572788 -1.1314 0.551273 0.27909 
-0.607231 -0.6073 0.401284 -0.401238 
-0.872497 -0.442723 0.267545 -0.527264 
-0.920456 1.73564 -0.530278 -0.281221 
0.110981 0.285018 -0.266528 0.103781 
1.33835 -1.313 0.423897 0.432082 
0.500852 -1.89429 0.580587 0.153507 
0.730411 -1.66192 0.556995 0.244798 
1.77169 0.206204 -0.0705192 0.605893 
-0.212821 -1.07474 0.594885 -0.1178 
0.172338 -1.63125 0.61262 0.0647218 
-1.82843 0.0791201 -0.0262702 -0.607093 
1.78466 -0.281717 0.0949337 0.6014 
1.31517 -1.33459 0.431179 0.424905 
-1.13672 -1.37759 0.470402 -0.388151 
-0.252209 1.75445 -0.604306 -0.0868713 
0.809698 0.230779 -0.154406 0.54174 
-0.368107 1.61155 -0.600116 -0.137077 
-0.924865 -0.90286 0.432187 -0.442721 
-1.12707 1.30939 -0.464265 -0.399619 
-1.89647 -0.602267 0.181226 -0.570662 
0.139542 0.348872 -0.315973 0.126382 
-0.638943 0.73897 -0.447074 -0.386558 
1.92097 -0.417841 0.127561 0.586445 
1.43246 -0.731218 0.280564 0.549627 
-1.91374 -0.115654 0.0363722 -0.601856 
0.12517 -0.288158 0.268516 0.116638 
-1.0956 -0.194659 0.106377 -0.598719 
-0.954999 -0.491565 0.276502 -0.53718 
-1.36356 -0.804569 0.313976 -0.532117 
-0.62807 0.811767 -0.473228 -0.36614 
0.263587 -0.75867 0.522296 0.181463 
1.66677 0.570916 -0.197998 0.578049 
-0.263524 1.41308 -0.609835 -0.113727 
-0.110482 -1.32195 0.617393 -0.0515988 
-1.04602 -1.56985 0.503194 -0.335288 
-1.08665 0.871318 -0.388075 -0.483982 
0.374791 1.67491 -0.598261 0.133871 
-0.0525274 1.82642 -0.607562 -0.0174734 
-0.679857 -1.50334 0.560989 -0.253697 
1.5222 -0.573235 0.217269 0.576948 
1.5351 -0.474986 0.18242 0.589562 
-1.47691 -0.954064 0.331638 -0.513384 
-0.225663 0.17687 -0.166694 -0.21268 
0.632051 -1.81065 0.569237 0.198706 
1.12803 0.967155 -0.403492 0.470611 
0.33804 -1.74751 0.599058 0.115882 
0.241202 1.5052 -0.611459 0.0979834 
0.267067 0.896113 -0.559404 0.166718 
1.57674 -0.899442 0.301469 0.528482 
1.92382 -0.00607018 0.0019013 0.602578 
-0.176241 0.389739 -0.343595 -0.155374 
-0.570316 0.139721 -0.111885 -0.456695 
-1.21939 0.0433253 -0.021865 -0.615392 
1.37762 -0.447329 0.191568 0.589963 
-0.615983 0.620077 -0.405121 -0.402446 
-1.17939 0.718096 -0.322582 -0.529805 
-1.5466 0.764028 -0.271362 -0.549309 
-1.26167 -0.99617 0.382422 -0.484345 
1.20672 0.604139 -0.277535 0.554352 
1.49468 -0.0329991 0.0136798 0.619622 
0.443552 -1.2263 0.582113 0.21055 
1.20998 0.28642 -0.142101 0.600307 
-0.0562586 1.50336 -0.619191 -0.0231713 
-0.347045 0.742666 -0.505089 -0.236026 
0.230041 -1.76452 0.605065 0.0788825 
-0.850775 0.381859 -0.238828 -0.532105 
-0.804532 0.217101 -0.146184 -0.541727 
-1.97823 0.171255 -0.0516617 -0.596764 
1.23077 -1.52312 0.467152 0.377486 
-0.255979 -0.162517 0.152142 -0.239638 
-0.141355 -0.49849 0.417057 -0.118263 
-0.111886 0.76378 -0.537921 -0.0787998 
-1.48493 0.108394 -0.0451277 -0.618218 
-0.230801 0.275921 -0.251854 -0.210669 
-1.69749 -0.928695 0.288914 -0.528083 
-1.65845 -1.0828 0.327629 -0.501805 
-1.14774 -1.60069 0.487557 -0.349591 
0.21352 -0.618339 0.473364 0.163458 
1.62575 0.151355 -0.0571289 0.613638 
0.0850848 -0.419982 0.370101 0.0749793 
1.99166 -0.0836753 0.0251239 0.598005 
0.788568 -0.240161 0.162785 0.534504 
-1.10606 0.851137 -0.378334 -0.491649 
0.695671 -0.804654 0.456149 0.394368 
-1.32247 1.33509 -0.42987 -0.425806 
0.989249 -0.0458898 0.0274852 0.5925 
-1.41822 -0.676355 0.266098 -0.557967 
-1.1686 0.78715 -0.346595 -0.514556 
-1.47611 0.0518034 -0.0217457 -0.619635 
0.677503 1.42641 -0.558193 0.265126 
-1.38562 0.0355877 -0.0159267 -0.620115 
1.51684 1.00656 -0.336267 0.506736 
-1.04728 -1.2559 0.473254 -0.394639 
0.0278494 -1.99066 0.598626 0.00837478 
-0.50445 -1.85199 0.581638 -0.158428 
0.482019 -1.51311 0.588563 0.187493 
-0.957252 0.171236 -0.103943 -0.581068 
-0.940143 0.217239 -0.132614 -0.573914 
0.910438 0.605666 -0.335776 0.504739 
-1.48412 0.115876 -0.0482508 -0.617985 
-1.01337 -0.136685 0.0799111 -0.59245 
0.791673 -1.54489 0.54483 0.279196 
0.471635 0.385068 -0.303967 0.372302 
-1.04923 0.650827 -0.324967 -0.523895 
0.20025 -1.00004 0.585822 0.117307 
0.720851 -1.66506 0.558382 0.241738 
0.871771 -1.2249 0.504836 0.359297 
0.709073 -1.38312 0.550478 0.28221 
0.0367358 -1.75364 0.611247 0.0128046 
1.56602 -0.484018 0.181922 0.588599 
0.241297 0.296623 -0.267767 0.217823 
0.622438 0.485569 -0.337653 0.432829 
-0.675013 -0.265934 0.193656 -0.491551 
-0.0288957 0.834837 -0.561292 -0.0194277 
1.50379 0.0503039 -0.0207156 0.619274 
0.187153 0.681837 -0.503069 0.138084 
1.99188 -0.0864297 0.0259456 0.59795 
0.21998 1.19951 -0.605646 0.11107 
0.55035 -0.901899 0.514013 0.313657 
1.48601 0.409431 -0.164396 0.596669 
-1.75089 -0.757593 0.23965 -0.553861 
-0.50004 -0.309584 0.247755 -0.400174 
-0.576861 -0.478342 0.342425 -0.412951 
-1.57997 1.18875 -0.360427 -0.479044 
0.609949 0.649139 -0.418867 0.393579 
-0.646438 -1.85132 0.566883 -0.197942 
-0.678143 -0.0220687 0.0166123 -0.510476 
-1.7758 -0.391104 0.130829 -0.594027 
0.63399 -1.32659 0.559484 0.267383 
-0.142073 -0.162862 0.15738 -0.137291 
0.584501 0.344681 -0.25945 0.439968 
0.161559 0.69403 -0.510064 0.118735 
1.21721 -0.722278 0.316596 0.533542 
0.654566 -0.817568 0.469186 0.375642 
-0.862729 -1.42112 0.5259 -0.319262 
-0.328259 1.74945 -0.599695 -0.112524 
0.0709996 0.0405188 -0.0403169 0.0706458 
-1.43731 -0.357036 0.149461 -0.601682 
0.150193 -0.781307 0.540857 0.10397 
1.20807 -0.623822 0.284504 0.55096 
-0.132276 1.02874 -0.594862 -0.0764877 
-1.25157 -1.01274 0.388141 -0.479674 
-0.170966 -1.72417 0.609359 -0.0604231 
0.0837142 0.636585 -0.491387 0.0646198 
0.947202 0.524609 -0.293177 0.529342 
-0.957361 1.05437 -0.459305 -0.417045 
-0.493425 0.862617 -0.515318 -0.294767 
0.0789364 0.155695 -0.152229 0.0771792 
0.519395 0.127488 -0.105568 0.430091 
0.83214 -1.47784 0.534934 0.301209 
-1.72106 -0.180219 0.0637827 -0.609112 
-0.479492 1.14607 -0.569051 -0.23808 
0.0425822 1.36758 -0.619875 0.019301 
0.283216 -1.15099 0.595986 0.146651 
0.363946 -0.831726 0.529873 0.231861 
0.257075 0.926467 -0.567027 0.157338 
-0.76954 -0.828121 0.446614 -0.41502 
1.3445 -0.630273 0.263126 0.561303 
0.655139 1.36686 -0.558579 0.267727 
0.331733 1.16127 -0.59145 0.168955 
-1.97607 0.178055 -0.0537631 -0.59667 
0.581359 -1.26151 0.563389 0.259634 
1.64522 -0.242693 0.0897795 0.608617 
-0.356936 -0.180239 0.161264 -0.319358 
1.83527 0.00692822 -0.00229293 0.607391 
-0.745121 0.0994296 -0.0710576 -0.532503 
-0.658676 -0.945196 0.501637 -0.349574 
-0.797163 -0.40459 0.260443 -0.51315 
1.86925 -0.702836 0.210573 0.560038 
1.224 1.04833 -0.401354 0.468608 
-1.20056 -0.238467 0.120007 -0.604174 
-1.25724 -0.972563 0.377926 -0.488549 
0.55262 -0.785261 0.481055 0.338538 
-1.62459 0.850369 -0.281716 -0.538206 
0.46202 -1.72892 0.589026 0.157406 
-1.47092 0.502842 -0.2001 -0.585339 
0.0255734 1.24754 -0.616957 0.0126471 
1.28793 1.32667 -0.435295 0.422583 
1.85717 -0.596223 0.183725 0.572284 
-1.47671 0.853585 -0.307025 -0.531157 
-0.650084 0.411388 -0.290285 -0.458715 
0.93286 -0.0897647 0.055948 0.581427 
-1.61075 1.02798 -0.324569 -0.50857 
0.268191 1.06775 -0.588679 0.147861 
0.780301 -1.09897 0.505465 0.358896 
-1.01881 -1.35216 0.490406 -0.369505 
-0.522945 0.0538397 -0.0448353 -0.435485 
1.88208 0.129513 -0.0415108 0.603234 
0.914179 -1.591 0.526662 0.302618 
-1.67166 0.0247069 -0.00908665 -0.6148 
1.114 -0.608406 0.296188 0.542327 
-1.14589 1.45992 -0.476943 -0.374353 
-1.41511 -1.1764 0.388122 -0.466881 
0.992274 -1.64185 0.515976 0.311837 
1.00734 0.0725198 -0.0428 0.594516 
-1.25442 1.38676 -0.44909 -0.406232 
0.252441 1.19046 -0.60222 0.127703 
1.78289 0.600413 -0.19307 0.573311 
0.120007 0.71393 -0.520471 0.0874875 
1.11235 0.680445 -0.323021 0.528055 
0.55349 -1.71442 0.579647 0.187135 
-1.33772 0.53422 -0.230064 -0.576094 
-1.57031 -0.193567 0.075591 -0.61323 
1.0235 -0.283829 0.161087 0.580888 
0.434791 -1.73357 0.591488 0.148349 
0.207658 0.802727 -0.542171 0.140255 
0.0825398 -0.792197 0.548045 0.0571015 
1.27783 -0.635871 0.276386 0.555418 
0.492234 0.758833 -0.484651 0.314379 
0.207904 1.10973 -0.599129 0.112245 
-0.421068 -0.475669 0.368877 -0.326535 
-1.46406 -1.25342 0.391758 -0.457593 
1.00775 -1.58438 0.510607 0.324772 
-1.45223 -0.565081 0.224287 -0.576404 
0.840489 -0.232709 0.152255 0.549909 
0.23244 -0.302144 0.27291 0.20995 
-1.90822 -0.273008 0.0853112 -0.596293 
0.377308 1.6649 -0.598276 0.135584 
0.898156 1.39781 -0.517618 0.332592 
-0.099145 0.206767 -0.198971 -0.0954067 
-0.628948 1.17128 -0.545881 -0.293125 
1.82703 -0.667831 0.206452 0.564807 
-0.156097 0.993194 -0.588176 -0.0924416 
0.660061 1.79247 -0.566185 0.208492 
1.33193 -0.844567 0.330952 0.521929 
-0.907761 1.77087 -0.532813 -0.273124 
0.604612 0.273029 -0.207689 0.45992 
1.47344 0.973603 -0.33674 0.509617 
1.65519 0.227777 -0.0838295 0.609167 
1.84498 0.581249 -0.180886 0.574162 
-0.448437 -1.1029 0.56887 -0.231302 
-1.99532 0.0622528 -0.0186594 -0.59807 
-0.237721 0.669753 -0.492884 -0.174944 
-0.70607 1.3841 -0.551054 -0.281108 
1.14725 1.15242 -0.436922 0.434963 
-1.57759 1.06804 -0.338404 -0.499855 
0.0700867 0.642813 -0.494652 0.0539325 
-1.37178 -0.790847 0.308582 -0.535257 
-0.0976579 -0.721749 0.52453 -0.0709727 
0.368835 -0.202485 0.179184 0.326391 
-1.82345 0.670417 -0.207565 -0.56455 
0.528919 -0.728599 0.466788 0.33886 
1.02606 1.28375 -0.481125 0.384547 
0.936224 -0.219733 0.134464 0.572916 
0.148134 -1.55236 0.615679 0.0587511 
-0.329511 0.387197 -0.325869 -0.277319 
1.47322 0.491826 -0.195897 0.586793 
0.317954 -0.78681 0.523832 0.211684 
-0.160219 -1.956 0.598349 -0.0490116 
0.193651 0.467689 -0.394143 0.163199 
-0.563269 0.65552 -0.43139 -0.370681 
-0.649334 -1.51806 0.566037 -0.242116 
0.768412 -1.10481 0.508902 0.35395 
-0.0174482 0.752618 -0.537437 -0.0124596 
1.50126 -0.00419301 0.00173075 0.619673 
0.168006 0.690317 -0.508098 0.123659 
1.13017 1.17281 -0.443874 0.427739 
0.599149 1.53667 -0.573646 0.223665 
-0.778735 1.05699 -0.498549 -0.367303 
-1.36363 -0.0744055 0.0337878 -0.619228 
0.56739 1.29722 -0.56841 0.248616 
-1.13115 -0.995733 0.409386 -0.465063 
-0.731044 -0.0877185 0.0633873 -0.528269 
0.335872 0.536933 -0.416933 0.260808 
1.9684 0.146738 -0.0445814 0.598031 
1.13899 -1.46589 0.478756 0.371992 
-0.644373 1.1638 -0.542077 -0.300136 
1.39595 -0.511624 0.213318 0.582032 
-0.998224 -0.599011 0.315069 -0.525047 
1.34301 0.851954 -0.33085 0.521548 
-0.604333 -1.78447 0.572839 -0.193999 
0.496305 -1.54401 0.587076 0.18871 
-0.514399 0.681358 -0.451915 -0.341178 
-1.91886 0.425374 -0.129896 -0.585959 
-1.7184 -0.674661 0.221769 -0.564857 
0.622832 1.57696 -0.571006 0.225522 
-1.16341 0.444348 -0.220138 -0.576373 
0.372867 0.536868 -0.411141 0.285547 
0.411469 -0.72237 0.487111 0.277463 
1.05096 -0.904478 0.404642 0.470176 
0.105617 -0.751294 0.534227 0.0751015 
-1.45063 -0.585522 0.231444 -0.573404 
0.499243 -1.40576 0.584081 0.207431 
-1.03014 0.925002 -0.414439 -0.461546 
0.346528 0.542272 -0.418165 0.26722 
-0.471506 -1.18518 0.574371 -0.228506 
-1.83532 0.64919 -0.200508 -0.566853 
1.39283 1.035 -0.365161 0.491409 
0.358641 -0.803385 0.522636 0.233311 
1.25632 0.998688 -0.384068 0.483145 
-0.00209478 1.75119 -0.611511 -0.000731489 
1.64372 0.526532 -0.186891 0.583436 
1.84828 0.610825 -0.188676 0.57091 
-0.860698 -0.409451 0.252169 -0.530078 
1.04664 -0.287948 0.160589 0.583712 
-0.780108 -1.48017 0.5439 -0.286656 
1.09188 -1.05964 0.431313 0.444434 
0.83521 1.43874 -0.532033 0.308852 
0.566279 1.59792 -0.578674 0.205073 
-1.95602 -0.409747 0.122655 -0.585522 
0.431749 0.453435 -0.353821 0.336898 
-1.25123 -1.0103 0.387674 -0.480124 
0.13401 0.823519 -0.554086 0.0901657 
0.477181 -1.33371 0.58414 0.208996 
-0.0551998 -1.92318 0.602325 -0.0172882 
1.34453 0.832936 -0.325399 0.525262 
-0.974109 -1.06777 0.45826 -0.418064 
-1.49623 -0.339348 0.136926 -0.603726 
-1.087 1.45431 -0.48732 -0.364239 
0.471967 -0.0651216 0.055859 0.404837 
-0.513139 -0.257621 0.208052 -0.414404 
-1.44088 0.28743 -0.12131 -0.608123 
1.12714 -0.830121 0.367894 0.499527 
-0.173811 1.25954 -0.612213 -0.0844823 
1.09248 -1.17973 0.452784 0.419297 
-1.0886 -0.897558 0.394672 -0.478678 
-0.641695 0.521849 -0.352996 -0.434063 
-0.00680946 0.252642 -0.241178 -0.00650047 
0.796574 -1.09271 0.500993 0.36522 
-0.643133 -0.958227 0.507805 -0.340823 
-0.688668 1.67712 -0.562924 -0.231151 
1.50704 0.187394 -0.0764274 0.614638 
0.205326 1.9386 -0.597771 0.0633127 
-0.326034 1.74789 -0.599906 -0.1119 
1.18792 -0.345297 0.172109 0.592103 
-1.3184 0.231934 -0.107382 -0.610399 
-1.49326 0.699826 -0.261287 -0.557526 
-0.198269 -0.809888 0.545134 -0.133455 
-0.310841 -0.595259 0.450262 -0.235124 
0.460838 1.08972 -0.565166 0.239005 
0.282867 -1.21705 0.601136 0.139716 
-0.793807 -1.39798 0.536638 -0.304716 
1.45488 0.557331 -0.221258 0.577582 
0.317337 -1.25149 0.599679 0.152059 
0.32802 0.582082 -0.441331 0.248702 
1.01039 0.086049 -0.050629 0.594485 
-1.01445 -0.19865 0.115169 -0.588137 
-1.20528 0.736234 -0.323405 -0.529442 
-0.745978 0.524766 -0.33327 -0.473758 
0.985998 -0.0787427 0.0472037 0.591074 
0.635023 0.970715 -0.512164 0.335048 
1.88814 -0.518449 0.159032 0.57918 
-1.15405 0.668382 -0.310569 -0.53624 
0.551714 -0.662761 0.436782 0.363598 
1.03216 1.27451 -0.478738 0.387704 
1.39408 -0.153516 0.0679067 0.616661 
0.671917 1.54117 -0.563293 0.245583 
-1.26161 -0.731331 0.311043 -0.536575 
0.645568 0.994545 -0.514836 0.334185 
0.433281 1.65445 -0.593306 0.15538 
1.65849 -0.637142 0.21887 0.569723 
-0.733575 -0.865004 0.465221 -0.394535 
0.309938 -0.380816 0.323866 0.263587 
-0.0677532 -1.17672 0.612316 -0.035256 
-0.144679 -0.706235 0.515978 -0.105703 
0.700795 1.00945 -0.506193 0.351417 
-1.56957 -0.891441 0.300727 -0.529493 
0.35668 -0.799732 0.521862 0.23275 
-1.93161 -0.465744 0.140385 -0.58223 
1.5036 -1.15452 0.367941 0.479191 
-0.556794 -0.193114 0.154423 -0.445239 
-0.727781 0.74742 -0.430249 -0.418944 
-0.80147 0.459967 -0.289506 -0.50445 
-0.753368 1.11652 -0.513868 -0.346733 
-1.67289 0.999554 -0.308343 -0.516053 
1.42661 0.321841 -0.13648 0.604968 
0.646268 -0.597207 0.388464 0.420377 
-0.760709 -0.772305 0.431196 -0.424721 
0.765875 -1.80914 0.552745 0.233997 
-0.913737 -1.38371 0.513522 -0.339107 
1.73354 -0.846049 0.264164 0.541267 
-1.09066 0.866813 -0.38598 -0.485656 
-1.8794 0.54563 -0.167474 -0.576858 
-0.657838 -1.76531 0.566734 -0.211192 
1.42624 -1.23248 0.395408 0.45757 
-1.10367 0.853094 -0.379393 -0.490829 
0.0658259 -1.25507 0.616612 0.03234 
-0.254921 -1.85417 0.59983 -0.0824675 
-1.20943 0.0297807 -0.0151445 -0.615038 
-0.681504 1.74036 -0.563917 -0.220822 
-1.82383 0.3531 -0.115226 -0.595167 
-0.284314 1.38927 -0.607804 -0.124387 
-0.157879 -0.0984247 0.0959446 -0.153901 
-0.367502 -0.750348 0.504422 -0.247053 
0.945001 0.179595 -0.109882 0.578178 
1.78727 0.746755 -0.232018 0.555309 
0.409771 0.697713 -0.478227 0.280866 
-0.707021 -0.599939 0.37671 -0.443947 
-1.35755 0.804317 -0.315006 -0.531679 
0.77927 -1.10076 0.505975 0.358199 
-0.911598 -0.602632 0.334271 -0.50565 
0.804034 -0.443427 0.280324 0.508292 
-0.575141 -1.01689 0.533238 -0.301593 
1.99654 -0.0546169 0.0163609 0.598078 
0.0199059 0.955768 -0.587374 0.0122333 
-1.78309 0.752045 -0.23392 -0.554622 
-0.783927 1.64189 -0.548858 -0.262055 
0.89723 0.362079 -0.220599 0.546644 
0.928271 -0.255802 0.156395 0.567535 
0.687826 0.680378 -0.414541 0.41908 
1.94798 -0.31738 0.0964366 0.591897 
0.973506 -1.62445 0.518313 0.310616 
-0.764988 0.496969 -0.315575 -0.485767 
-1.03743 -0.885661 0.402642 -0.471639 
-1.91903 -0.15691 0.0490989 -0.600486 
1.18296 -0.427446 0.209846 0.580751 
-0.371326 -1.79102 0.59506 -0.123372 
-1.47416 -0.484416 0.193135 -0.587744 
-0.33406 -1.87366 0.594366 -0.105971 
-0.982168 -0.40338 0.228998 -0.557575 
-0.340609 1.24496 -0.596716 -0.163255 
0.887848 1.32235 -0.512721 0.34425 
-0.585217 1.48301 -0.574416 -0.226673 
1.40385 -1.25825 0.40362 0.450326 
-0.513114 0.0295469 -0.0247834 -0.430391 
1.72967 -0.0219216 0.00776176 0.612422 
0.976647 0.45769 -0.256585 0.547516 
-1.61544 0.587954 -0.209631 -0.575975 
-0.435288 -1.03329 0.561112 -0.236377 
0.964194 0.468269 -0.263831 0.543245 
0.268383 -0.741179 0.515834 0.186785 
-0.480192 1.72603 -0.587293 -0.163388 
-0.809241 -1.0775 0.495686 -0.372278 
-1.5513 -0.686587 0.248454 -0.561365 
-0.226211 -1.70365 0.607626 -0.0806806 
-0.996726 -0.341217 0.194911 -0.569352 
-1.06691 1.51529 -0.495872 -0.349141 
1.43893 -0.293757 0.124037 0.607579 
-0.910384 0.276841 -0.1707 -0.561343 
-0.178316 -0.898752 0.568992 -0.11289 
-0.989789 0.963295 -0.43262 -0.444518 
0.109913 1.13333 -0.607511 0.0589181 
-0.315597 -0.148721 0.136445 -0.289548 
1.35525 -0.527219 0.224871 0.578044 
0.872841 -1.6075 0.534061 0.289984 
1.3738 -0.175927 0.0787929 0.615288 
-0.117888 1.7564 -0.609716 -0.0409236 
0.349695 -0.638361 0.464079 0.254223 
1.16785 0.543072 -0.260821 0.560884 
0.276714 -1.25495 0.603964 0.133173 
0.31871 -1.97062 0.59069 0.0955327 
1.77413 0.0678472 -0.0233253 0.609932 
-1.4236 0.177964 -0.076952 -0.615569 
0.262569 1.18435 -0.600818 0.133201 
-1.83449 -0.400475 0.129065 -0.591219 
-1.0009 -0.299067 0.171974 -0.575556 
1.25458 1.01205 -0.38738 0.480211 
-0.776555 0.120538 -0.084038 -0.541409 
0.400942 -1.42607 0.596823 0.167798 
0.112959 0.290905 -0.27132 0.105354 
0.196262 0.394099 -0.345062 0.171842 
0.8341 0.0127735 -0.00859532 0.561268 
1.49172 0.409002 -0.163619 0.596755 
-0.0946374 1.30748 -0.617579 -0.0447014 
-0.144077 0.277295 -0.25858 -0.134353 
1.02045 -1.64788 0.511608 0.316813 
-1.40682 -0.705579 0.277105 -0.552505 
0.025124 -1.79446 0.609388 0.00853197 
-0.811859 -1.33686 0.52853 -0.320971 
1.30006 -0.598674 0.259489 0.563497 
-0.489519 1.34511 -0.582969 -0.212157 
-0.965615 1.24392 -0.488238 -0.379003 
1.83878 -0.636448 0.196685 0.568248 
-1.68846 0.627964 -0.212329 -0.570906 
-0.00268675 1.25123 -0.617231 -0.00132537 
1.45073 0.0422475 -0.0180554 0.620002 
1.03193 0.758752 -0.366289 0.498168 
-1.63556 0.990172 -0.312418 -0.51605 
-0.801834 -1.46445 0.539393 -0.295335 
-1.38913 -0.756795 0.295599 -0.542583 
-0.287448 1.75168 -0.602337 -0.0988426 
0.0319651 -0.607913 0.479914 0.0252347 
-0.0694918 1.25511 -0.616525 -0.0341353 
-0.799032 -1.46709 0.540018 -0.294114 
-1.41439 -0.680154 0.267922 -0.557147 
-0.397836 -0.84468 0.527843 -0.248609 
-1.63455 -0.735643 0.250166 -0.555854 
1.04591 -0.424825 0.229382 0.564734 
0.982562 1.18518 -0.476491 0.395029 
-0.602948 -1.47262 0.571559 -0.234019 
0.0478597 -0.760224 0.539388 0.033957 
-0.973259 0.358751 -0.207435 -0.562753 
0.744289 1.45986 -0.548869 0.279834 
0.106361 1.27471 -0.616138 0.0514102 
0.503137 0.0122757 -0.0103634 0.424762 
0.76823 1.12607 -0.512266 0.349478 
-0.721337 -0.88221 0.472576 -0.3864 
0.314464 -1.30641 0.602644 0.145062 
-1.67857 0.0943013 -0.0344681 -0.613534 
0.256881 -0.761569 0.524073 0.176773 
-0.571891 1.47782 -0.576166 -0.222966 
-0.29778 -1.33913 0.605423 -0.134627 
1.53843 0.469776 -0.180219 0.590184 
0.265814 -1.25687 0.605075 0.127967 
-0.495511 0.691186 -0.459547 -0.329449 
-1.32987 0.542415 -0.234285 -0.574412 
0.237044 -0.0304249 0.0291835 0.227372 
-0.642393 -1.56146 0.568022 -0.233687 
-0.95851 -0.487823 0.274106 -0.538583 
0.0800313 -0.660191 0.501635 0.0608104 
0.942624 -0.993249 0.449853 0.426924 
0.628251 -1.61758 0.570696 0.221653 
-1.88148 0.530401 -0.163016 -0.578265 
0.466401 -0.702929 0.469734 0.311674 
-0.393266 1.23848 -0.589871 -0.187308 
-0.669431 0.587083 -0.378922 -0.432072 
-0.99224 0.0328367 -0.0196308 -0.593191 
0.43103 0.995809 -0.555545 0.240464 
-1.05065 0.501333 -0.263697 -0.552634 
1.32417 -1.15056 0.400995 0.461498 
-0.707166 -1.52678 0.557545 -0.258241 
0.0912783 0.722454 -0.52509 0.0663424 
1.21632 -1.41138 0.458996 0.395561 
0.858619 -1.05168 0.480311 0.392137 
-1.60895 0.752192 -0.258486 -0.552908 
-0.432026 -0.0392897 0.0345234 -0.379617 
1.13965 0.840942 -0.368363 0.499207 
0.717583 1.83192 -0.558731 0.218861 
0.315236 1.41304 -0.605408 0.135061 
-0.84275 -1.32987 0.522082 -0.330848 
0.991764 -0.0472114 0.0282222 0.592861 
0.692745 -0.563499 0.362999 0.446257 
1.53959 0.895037 -0.306638 0.527463 
0.249253 1.19257 -0.602663 0.125959 
1.05665 -1.25213 0.470848 0.397339 
1.44049 -0.804339 0.300164 0.537564 
-1.89569 0.498627 -0.152753 -0.580739 
-0.317973 0.510912 -0.40521 -0.252188 
1.24178 -1.50099 0.463221 0.383224 
-0.466283 -0.863669 0.520715 -0.281127 
1.0387 1.67843 -0.509941 0.315579 
-0.497786 -0.178255 0.148165 -0.413758 
1.14767 0.903655 -0.383669 0.48727 
-1.1058 1.48362 -0.48637 -0.362511 
-0.471012 1.24281 -0.579382 -0.21958 
-1.00429 -1.61951 0.512978 -0.318107 
-0.374685 -0.537813 0.411351 -0.286582 
1.36257 -1.04729 0.373541 0.485992 
-0.0518694 0.384097 -0.345824 -0.0467009 
0.881199 0.419542 -0.253997 0.53349 
-1.01897 0.146397 -0.0851484 -0.592656 
-1.29862 -0.935143 0.36075 -0.50097 
0.984103 -0.723117 0.364655 0.496265 
-0.899148 -0.622221 0.344965 -0.498497 
-1.50061 -0.315698 0.127451 -0.605813 
0.31384 -0.218253 0.197031 0.283323 
-1.48925 -0.979625 0.335251 -0.509657 
1.37416 0.792043 -0.308492 0.535221 
-1.20418 0.128019 -0.0650463 -0.611841 
-0.97088 0.129078 -0.0779439 -0.586266 
-0.702454 1.13892 -0.5275 -0.325346 
0.348155 -1.93542 0.590643 0.106248 
-1.04099 -1.45451 0.495834 -0.354869 
0.89479 -0.607954 0.340006 0.500424 
1.77676 -0.772269 0.239897 0.55193 
0.156072 1.97861 -0.597192 0.0471064 
1.41058 1.32194 -0.411686 0.439291 
-0.673561 -1.41456 0.558235 -0.26581 
0.11587 1.7355 -0.610687 0.0407724 
0.340261 0.568344 -0.432626 0.259008 
0.543845 1.64488 -0.581401 0.192228 
-0.520864 1.72249 -0.58313 -0.176332 
1.61993 -0.392723 0.144912 0.597744 
-0.136975 -1.73003 0.610312 -0.0483215 
-1.71666 0.890634 -0.277239 -0.534368 
0.718619 0.887243 -0.474499 0.384319 
0.012305 0.245015 -0.234507 0.0117773 
-0.133167 0.495911 -0.416084 -0.111731 
1.06883 -0.363326 0.196176 0.577109 
1.80063 -0.57049 0.182588 0.576301 
-0.512531 -0.263882 0.212791 -0.413298 
-0.256429 0.759824 -0.523561 -0.176694 
-0.213857 1.25623 -0.609348 -0.103733 
0.57501 -1.51961 0.57666 0.218203 
0.137284 1.22387 -0.612507 0.0687064 
1.42048 -0.342851 0.14551 0.602872 
-1.50067 -0.0203455 0.00840068 -0.619626 
-0.313021 1.29859 -0.602467 -0.145223 
-1.67403 0.936679 -0.29439 -0.526134 
-1.04439 -0.574089 0.295852 -0.538216 
-0.457432 -0.406503 0.320227 -0.360347 
-1.27184 0.196205 -0.0943037 -0.611297 
0.94503 -0.811893 0.402074 0.468008 
0.297875 0.599255 -0.454017 0.225681 
