x y z vx vy vz
0.00489385 -1.3423 0.152233 0.600958 0.00219101 0 
-1.1983 -0.608182 0.0356174 0.278539 -0.548804 0 
0.441336 -1.27084 -0.234577 0.558103 0.193817 0 
-0.911806 -0.991173 -0.399338 0.419786 -0.386172 0 
0.775944 -1.1026 0.293689 0.477193 0.33582 0 
0.261489 -1.32418 0.35084 0.565527 0.111676 0 
-0.910201 0.998679 -0.253685 -0.434964 -0.396429 0 
0.942236 0.970578 0.00535564 -0.44437 0.431394 0 
0.479679 1.26639 -0.0655747 -0.572207 0.216739 0 
0.257613 1.33097 -0.0107434 -0.607425 0.117569 0 
-0.957663 0.961625 -0.373127 -0.406559 -0.404884 0 
-0.379306 -1.3046 0.0809884 0.585768 -0.17031 0 
0.048455 1.35923 0.0494344 -0.613565 0.0218729 0 
1.04775 -0.869523 0.0190318 0.394503 0.475366 0 
1.30003 0.409625 -0.0154766 -0.185784 0.589624 0 
0.877077 -1.04527 0.64077 0.414175 0.347529 0 
0.7792 -1.12192 -0.0886377 0.500327 0.347487 0 
-0.9944 -0.938636 0.188867 0.409617 -0.433952 0 
-0.93853 0.996511 0.251911 -0.428726 -0.403781 0 
-1.22131 0.62151 0.200383 -0.27001 -0.53059 0 
0.619238 -1.2241 -0.162947 0.535391 0.270839 0 
1.34119 0.295141 0.0405394 -0.132216 0.600819 0 
-1.25208 -0.567612 -0.107185 0.250599 -0.55279 0 
-1.37384 -0.0803353 0.108803 0.0354193 -0.605717 0 
0.388254 1.3218 -0.118319 -0.581036 0.170668 0 
0.253951 1.35551 -0.209422 -0.584129 0.109435 0 
-1.35456 -0.266613 0.0677543 0.118167 -0.600358 0 
-1.08088 -0.861161 0.41387 0.354528 -0.444986 0 
0.508118 1.28675 -0.267432 -0.54609 0.215642 0 
0.306088 1.35064 0.127695 -0.589521 0.1336 0 
-1.29488 0.495184 0.116084 -0.216428 -0.565948 0 
1.30869 -0.461784 -0.0874959 0.202803 0.574743 0 
-1.21596 -0.671837 -0.300002 0.282 -0.510393 0 
1.38792 -0.0873248 0.138711 0.0378731 0.601945 0 
1.26873 0.572931 0.121218 -0.249122 0.551671 0 
-0.441297 1.32182 -0.412575 -0.539877 -0.180241 0 
1.34806 0.358716 -0.0355498 -0.158392 0.59524 0 
-1.11102 -0.845919 -0.25894 0.356347 -0.468023 0 
1.33888 0.401704 0.0682121 -0.175848 0.5861 0 
-1.09638 0.869429 -0.327252 -0.360241 -0.454276 0 
1.40026 -0.0352245 -0.124455 0.0152129 0.604751 0 
-0.192828 1.38881 -0.140759 -0.597194 -0.082917 0 
-0.635635 -1.25137 0.0951905 0.542595 -0.27561 0 
0.466436 -1.3253 0.208492 0.560806 0.197375 0 
0.133599 -1.40005 -0.413516 0.566515 0.0540596 0 
-0.837559 1.13158 -0.0838176 -0.490304 -0.362907 0 
1.37114 -0.325511 -0.224356 0.136871 0.576539 0 
0.539669 1.30336 -0.0514592 -0.567308 0.2349 0 
1.40218 0.166993 0.474595 -0.0664044 0.557575 0 
0.180658 -1.40191 -0.0835307 0.605036 0.077968 0 
-1.30397 -0.549229 0.113544 0.235353 -0.558772 0 
0.993978 1.00897 0.145886 -0.429066 0.422692 0 
1.34213 0.456837 0.336079 -0.186473 0.547835 0 
0.865845 1.12442 -0.531063 -0.439344 0.33831 0 
-1.42053 -0.0105201 0.0563257 0.00454263 -0.613393 0 
-1.06735 -0.939567 -0.177708 0.395356 -0.449125 0 
0.851555 1.14056 0.00770648 -0.496357 0.370585 0 
1.42432 -0.0365774 -0.164649 0.0154023 0.599765 0 
0.498838 1.33611 0.111923 -0.568192 0.212135 0 
-0.961633 -1.05513 0.0713295 0.451982 -0.411931 0 
1.08893 0.925352 -0.201365 -0.38555 0.453705 0 
0.43773 -1.36178 -0.254527 0.560549 0.180183 0 
0.82845 -1.16778 -0.0288705 0.503057 0.356879 0 
0.571911 1.31414 0.116843 -0.555541 0.24177 0 
-1.09227 0.93005 -0.371149 -0.372328 -0.437271 0 
-1.14692 0.864081 0.212122 -0.357451 -0.474456 0 
1.25107 -0.707744 -0.0227169 0.304062 0.537485 0 
-1.29959 0.617354 -0.159691 -0.257677 -0.542437 0 
-0.590328 -1.31362 0.297464 0.532163 -0.23915 0 
-1.42927 0.187816 -0.307178 -0.0758555 -0.577255 0 
0.776987 1.21588 -0.26258 -0.495257 0.316485 0 
-1.15712 -0.864378 -0.113869 0.36278 -0.485645 0 
0.502409 1.35561 -0.140578 -0.565289 0.209505 0 
-0.108459 -1.44303 -0.0505697 0.612294 -0.0460205 0 
1.02733 1.02112 0.0872707 -0.429645 0.432256 0 
-1.30926 -0.622842 -0.128508 0.259614 -0.545729 0 
0.574512 -1.33268 -0.0643269 0.562265 0.242389 0 
-1.20572 0.81015 0.181789 -0.333349 -0.496114 0 
1.45244 -0.0673329 0.404795 0.0263974 0.569419 0 
1.45531 -0.0139557 -0.249719 0.00565044 0.58923 0 
1.02981 -1.03035 -0.0145593 0.437402 0.437172 0 
1.07822 0.981611 -0.385795 -0.385311 0.423234 0 
1.30216 -0.659176 0.534555 0.250164 0.494182 0 
1.02619 1.03974 0.444711 -0.402146 0.396904 0 
-0.875416 1.17123 -0.111308 -0.485693 -0.363022 0 
-0.565676 1.34987 0.34535 -0.532464 -0.223134 0 
0.90917 1.14872 0.407524 -0.446639 0.353499 0 
-1.20844 0.83056 0.330436 -0.328041 -0.47729 0 
-0.889921 -1.16713 -0.000182062 0.493107 -0.375988 0 
-1.3597 -0.556221 -0.00971786 0.23433 -0.572825 0 
-1.41742 0.391261 0.0562024 -0.163143 -0.591018 0 
-0.732861 1.27635 0.224189 -0.513627 -0.294916 0 
-1.46121 0.187162 0.144057 -0.0765084 -0.597317 0 
0.326972 1.4378 -0.164853 -0.584675 0.132962 0 
-0.355162 -1.43249 -0.385341 0.555429 -0.137709 0 
-1.39904 0.474195 0.634039 -0.173789 -0.51274 0 
-1.33884 0.627453 -0.325041 -0.246 -0.524907 0 
-1.18227 -0.890178 0.33442 0.347977 -0.462159 0 
-1.47778 -0.101848 0.25927 0.0404163 -0.586425 0 
-0.900452 -1.17787 -0.284194 0.464521 -0.355114 0 
-1.3799 0.545954 -0.0253294 -0.226915 -0.573531 0 
0.595273 1.36083 -0.225958 -0.542283 0.237213 0 
-0.822651 -1.23833 -0.0928087 0.506756 -0.33665 0 
-1.06036 -1.04395 -0.341336 0.405198 -0.411567 0 
1.48461 -0.119009 0.0668494 0.0488678 0.609613 0 
-0.41219 1.43259 -0.138635 -0.579154 -0.166636 0 
-0.779897 -1.272 0.189301 0.508399 -0.311712 0 
0.585251 1.37394 0.297698 -0.53627 0.228432 0 
-0.699971 -1.32071 -0.0131324 0.546181 -0.289474 0 
-1.46426 0.306888 -0.312875 -0.119175 -0.568621 0 
-0.891304 1.20325 -0.090158 -0.489013 -0.362234 0 
-1.47353 0.27376 0.10216 -0.110884 -0.596841 0 
-1.49408 0.13402 -0.0800623 -0.0544779 -0.607333 0 
1.03333 -1.08926 0.329892 0.419903 0.398343 0 
0.592935 -1.38083 0.163608 0.550747 0.236494 0 
0.612648 -1.37365 0.0221984 0.563386 0.251269 0 
-0.136974 1.49917 0.0608539 -0.609528 -0.0556905 0 
-0.208321 1.49227 -0.36417 -0.568941 -0.0794243 0 
-1.30797 0.750652 -0.155694 -0.298788 -0.520624 0 
-0.318495 1.47541 -0.602087 -0.532667 -0.114986 0 
0.0154907 -1.51064 -0.193512 0.595508 0.00610655 0 
0.34201 1.47286 0.240352 -0.57443 0.133387 0 
1.37029 -0.642328 0.0639661 0.259561 0.553728 0 
-1.50817 0.140404 -0.349654 -0.0534039 -0.573646 0 
1.39081 0.603279 0.0840097 -0.242349 0.558716 0 
-1.3427 -0.706733 0.28156 0.272252 -0.517241 0 
0.613657 1.38915 0.261201 -0.536957 0.237201 0 
-1.48811 -0.309558 -0.00283598 0.126065 -0.606022 0 
0.989857 -1.1552 0.525693 0.420842 0.360606 0 
-0.305273 1.49169 0.0824844 -0.596712 -0.122117 0 
0.17845 1.51343 -0.0874657 -0.604251 0.0712476 0 
-1.16297 -0.98683 0.503065 0.360342 -0.424659 0 
-1.0294 -1.12724 -0.112181 0.446986 -0.408193 0 
1.181 -0.96932 -0.170197 0.379463 0.462329 0 
-1.47259 0.412106 0.302788 -0.156758 -0.560148 0 
1.53025 -0.0260653 0.124517 0.0102819 0.603631 0 
-0.669213 -1.37786 0.188519 0.535903 -0.260282 0 
1.41173 -0.5978 0.0777923 0.237645 0.561209 0 
0.766978 -1.32895 0.224175 0.512129 0.295566 0 
1.42411 0.5747 -0.34693 -0.215584 0.534216 0 
1.51628 -0.251515 0.048895 0.100303 0.604683 0 
-0.512289 -1.45049 -0.699025 0.502043 -0.177313 0 
1.44086 0.542487 0.0449816 -0.216126 0.574036 0 
-1.22066 0.940407 0.0089902 -0.377042 -0.489404 0 
-0.313081 -1.51009 -0.222175 0.579069 -0.120057 0 
-1.48181 -0.431996 0.121352 0.169002 -0.579702 0 
-1.53054 -0.209368 -0.255523 0.079584 -0.581782 0 
1.18189 -0.996754 0.0548201 0.39456 0.467846 0 
1.41607 0.623805 -0.679222 -0.21556 0.489334 0 
1.54855 -0.0196261 -0.42763 0.00717052 0.565772 0 
-1.53793 0.192772 -0.13949 -0.0748028 -0.596775 0 
-0.359637 1.509 -0.076504 -0.59261 -0.141236 0 
1.40285 -0.665152 0.284295 0.249973 0.527208 0 
1.32054 0.8189 0.222575 -0.311507 0.502328 0 
-0.113227 -1.551 -0.189872 0.593512 -0.0433279 0 
-1.50485 -0.397317 -0.520696 0.141458 -0.535775 0 
0.741208 -1.37005 -0.171727 0.525324 0.284205 0 
-0.303395 -1.52918 -0.0278793 0.603279 -0.119693 0 
-0.617602 -1.43283 -0.11459 0.554925 -0.239193 0 
1.45531 -0.566143 0.419935 0.20538 0.527941 0 
-0.714227 1.39008 -0.210926 -0.526831 -0.270687 0 
1.07184 1.13912 -0.176075 -0.434483 0.40882 0 
1.56495 -0.0370942 -0.17111 0.0141507 0.596996 0 
1.56553 0.0598696 0.0710864 -0.0232918 0.609055 0 
0.142553 -1.56145 0.38549 0.568228 0.0518765 0 
1.30387 0.873142 0.0656478 -0.339474 0.50694 0 
-0.926687 -1.26796 -0.303815 0.468775 -0.342604 0 
0.186883 1.56062 0.0187802 -0.611466 0.0732226 0 
-0.867305 1.31235 0.123256 -0.50297 -0.332403 0 
-1.42285 0.673771 -0.107466 -0.258842 -0.546616 0 
-1.37478 -0.769722 0.271816 0.285523 -0.509964 0 
0.535786 -1.48304 -0.164789 0.562093 0.20307 0 
-0.819159 -1.34888 0.0163811 0.526481 -0.319726 0 
-0.124813 1.57446 0.0135282 -0.61435 -0.0487018 0 
1.43234 0.668511 -0.038739 -0.25931 0.555592 0 
0.594418 -1.466 -0.473743 0.518347 0.210173 0 
-0.621566 1.45608 0.310296 -0.532971 -0.227513 0 
1.58379 0.0461224 -0.597066 -0.0158364 0.543803 0 
-0.519408 -1.49824 -0.216282 0.558443 -0.1936 0 
-1.1179 -1.12642 0.315736 0.410774 -0.407664 0 
-1.12307 -1.12305 0.167821 0.422117 -0.422122 0 
0.0834637 -1.58731 -0.33776 0.575144 0.0302421 0 
-1.25519 -0.97726 0.00980096 0.378685 -0.486381 0 
0.783754 -1.38574 0.176801 0.518557 0.293289 0 
0.523023 -1.50499 -0.119644 0.569372 0.197872 0 
1.47732 -0.600055 0.272198 0.219732 0.540976 0 
-0.524392 1.50717 0.109548 -0.57041 -0.198464 0 
-1.24679 -0.998029 0.0910508 0.378826 -0.47325 0 
-0.758645 -1.40677 -0.626705 0.475307 -0.256324 0 
0.901448 1.32134 -0.0457474 -0.505322 0.344741 0 
0.759418 1.4092 -0.384142 -0.501688 0.270359 0 
-1.18383 1.0794 -0.00823321 -0.415221 -0.455394 0 
-1.11394 -1.15313 -0.250019 0.421743 -0.407408 0 
-0.348293 -1.56629 0.306538 0.565558 -0.125762 0 
1.60463 -0.061067 -0.265706 0.0222233 0.583953 0 
-0.606247 -1.4883 -0.184574 0.550439 -0.224216 0 
1.60182 0.144097 -0.0141539 -0.0551333 0.612874 0 
1.54872 -0.438252 -0.103054 0.164553 0.581504 0 
0.0727955 1.60913 0.388696 -0.568469 0.025717 0 
0.0284896 -1.61177 0.258407 0.585 0.0103405 0 
0.574145 -1.50763 0.0904998 0.56611 0.215589 0 
0.415923 -1.56 0.111087 0.582833 0.155393 0 
0.036499 1.61533 -0.294907 -0.580327 0.0131128 0 
-1.42532 0.763594 -0.0973354 -0.285613 -0.533124 0 
-0.424219 -1.56162 0.0829604 0.585332 -0.159007 0 
0.122161 -1.61484 0.00484315 0.614385 0.0464778 0 
0.317102 -1.58936 -0.164299 0.584905 0.116697 0 
-1.61526 -0.146896 0.0018352 0.0558295 -0.613897 0 
-1.60472 -0.243956 -0.171932 0.089489 -0.588649 0 
-0.869499 -1.37208 -0.0813125 0.512336 -0.324672 0 
0.432504 -1.56703 -0.0723026 0.585718 0.16166 0 
1.5367 -0.534048 0.0648176 0.199753 0.57478 0 
-1.47011 0.699592 -0.175192 -0.25561 -0.537133 0 
-1.62587 -0.10587 0.140403 0.0389287 -0.597834 0 
1.60885 -0.265089 -0.0682355 0.0988399 0.599868 0 
1.62625 0.134048 0.351495 -0.0470713 0.571062 0 
-1.52432 0.58577 0.0769849 -0.217663 -0.566412 0 
-0.11943 -1.62985 -0.013032 0.612992 -0.0449181 0 
-0.218867 1.62073 -0.368121 -0.565697 -0.0763931 0 
1.60908 0.299241 -0.0896696 -0.110635 0.594907 0 
-0.991806 -1.30346 0.278249 0.463028 -0.35232 0 
-0.495791 1.56233 0.231725 -0.559999 -0.17771 0 
1.02361 1.28176 -0.165746 -0.465411 0.371675 0 
1.5985 0.373501 0.0766338 -0.138007 0.590636 0 
1.56847 -0.488473 -0.172145 0.176843 0.567836 0 
0.105109 1.64063 0.00741894 -0.613728 0.0393194 0 
-1.557 0.531474 0.191269 -0.191338 -0.560541 0 
-1.60928 0.347747 0.240442 -0.123813 -0.572975 0 
-0.371358 1.60524 0.00464417 -0.599368 -0.138658 0 
0.129658 1.64375 0.180144 -0.591704 0.0466735 0 
-1.19136 1.14166 0.196237 -0.409264 -0.427079 0 
1.19128 1.1435 0.148683 -0.413647 0.430929 0 
0.00363316 -1.65249 0.0933808 0.604095 0.00132816 0 
-1.01464 1.30585 0.396436 -0.447531 -0.347729 0 
1.51896 -0.65689 -0.357797 0.226831 0.524513 0 
1.42508 -0.843729 -0.00861228 0.313013 0.528688 0 
-0.353611 -1.61917 -0.29047 0.566316 -0.123678 0 
1.29066 -1.04161 0.0138359 0.3854 0.477552 0 
0.0417359 -1.65922 -0.268675 0.582077 0.0146415 0 
1.0891 1.25404 -0.0519556 -0.459718 0.399254 0 
0.0086117 1.66213 0.299488 -0.578377 0.00299664 0 
0.927738 -1.3806 0.589422 0.450421 0.302673 0 
1.02197 -1.3139 0.0953946 0.476293 0.370469 0 
-0.390347 1.61938 -0.251104 -0.567942 -0.136901 0 
1.38677 0.925005 0.291672 -0.321386 0.481825 0 
-1.4306 0.857995 -0.260845 -0.299817 -0.49991 0 
1.26624 -1.08785 -0.167365 0.387329 0.450845 0 
1.36491 -0.963225 0.461184 0.32185 0.456069 0 
1.1931 -1.17102 0.129106 0.419578 0.42749 0 
-1.67118 0.0771947 0.149424 -0.0275218 -0.595815 0 
-0.842543 -1.44669 0.234056 0.506381 -0.294913 0 
-1.04862 1.3066 -0.33409 -0.447391 -0.359058 0 
0.0471884 -1.67588 -0.00788419 0.613473 0.0172738 0 
-1.67607 0.0749072 -0.337307 -0.0255909 -0.572603 0 
-1.66921 -0.18046 -0.0361023 0.0655825 -0.606619 0 
0.118261 -1.67596 -0.296159 0.57671 0.0406944 0 
-1.27959 1.09064 0.205686 -0.382215 -0.448432 0 
1.66632 0.232817 -0.29921 -0.0799365 0.572124 0 
0.107307 -1.68027 0.262996 0.580903 0.0370979 0 
-1.18726 -1.19551 0.642511 0.379901 -0.377279 0 
1.57541 -0.600777 0.0867751 0.21509 0.564027 0 
-1.48796 0.795509 -0.0658555 -0.285798 -0.534568 0 
1.38386 0.967352 0.121569 -0.343342 0.491175 0 
-1.56443 -0.638299 0.245626 0.220618 -0.54072 0 
0.712174 -1.53351 0.0720836 0.548955 0.254938 0 
-1.6747 -0.24135 0.0390663 0.0869077 -0.603043 0 
0.762235 1.51191 0.325964 -0.51254 0.2584 0 
-1.45219 0.87294 -0.254051 -0.300248 -0.499481 0 
-1.59526 -0.574467 0.100871 0.203808 -0.565963 0 
1.52829 -0.737017 0.367551 0.247052 0.512293 0 
-0.657485 1.56544 0.192248 -0.54418 -0.228556 0 
1.27767 1.12002 -0.144944 -0.392869 0.44817 0 
0.170492 -1.69169 -0.155345 0.591667 0.0596295 0 
-1.31634 -1.07803 -0.0313195 0.386393 -0.47181 0 
-1.57847 -0.638214 -0.088354 0.225952 -0.558841 0 
-1.31805 1.07965 -0.130556 -0.378661 -0.462277 0 
1.44687 0.90192 -0.0376381 -0.322116 0.516743 0 
1.31414 1.0881 -0.477026 -0.353926 0.427451 0 
1.20383 1.21067 0.0382471 -0.431667 0.429227 0 
-0.185112 -1.69843 -0.112676 0.596037 -0.0649622 0 
-0.521583 -1.62815 0.718957 0.500111 -0.160212 0 
0.780614 -1.52236 0.0359436 0.541805 0.27782 0 
1.54506 -0.73737 0.49038 0.238223 0.499165 0 
0.814503 1.50716 0.123735 -0.526105 0.28432 0 
-0.0158458 1.71426 0.276198 -0.579247 -0.0053543 0 
1.61598 -0.575804 -0.477488 0.186131 0.522373 0 
0.0167176 -1.71659 -0.413443 0.562324 0.0054764 0 
-0.525248 1.63556 -0.118221 -0.569835 -0.182998 0 
-0.460486 -1.65617 -0.261779 0.559622 -0.155599 0 
-1.72015 0.00658728 0.0249613 -0.00233532 -0.609827 0 
-0.290374 -1.69666 -0.187253 0.581436 -0.0995097 0 
1.43622 0.950917 0.0349025 -0.335936 0.507381 0 
-0.802351 -1.52552 -0.3271 0.506829 -0.266568 0 
-1.09082 -1.33607 -0.432081 0.433589 -0.353997 0 
-1.07928 -1.3469 0.0420501 0.474064 -0.379873 0 
-0.0299859 1.72687 -0.559956 -0.543902 -0.00944447 0 
1.43589 -0.961878 -0.277618 0.321979 0.480649 0 
1.66496 -0.467864 -0.132481 0.161304 0.574025 0 
-1.34527 1.08869 0.373909 -0.356459 -0.440471 0 
1.39456 1.02675 -0.246422 -0.345184 0.468839 0 
1.72593 -0.155448 0.101142 0.053817 0.597529 0 
0.548831 1.64493 -0.300422 -0.54591 0.182143 0 
0.405713 -1.68713 0.0987334 0.583508 0.140319 0 
-0.537201 1.65119 -0.123849 -0.567726 -0.184705 0 
1.71632 0.270703 0.342366 -0.088838 0.563252 0 
1.30182 -1.15251 0.210109 0.388676 0.439028 0 
-0.857754 -1.5137 -0.122168 0.519467 -0.294362 0 
0.11026 1.73749 -0.19404 -0.587044 0.0372533 0 
-1.60727 0.672111 -0.23596 -0.224937 -0.537907 0 
0.428078 -1.68991 -0.0487243 0.587356 0.148786 0 
1.15298 -1.30908 0.0214772 0.457157 0.402642 0 
-0.109936 1.74211 -0.111943 -0.596883 -0.0376664 0 
-1.61622 0.662478 0.608094 -0.203788 -0.497174 0 
1.52948 -0.846021 -0.101491 0.290053 0.524372 0 
0.993946 1.43914 -0.0879084 -0.494403 0.34146 0 
1.15056 -1.31882 0.21941 0.440612 0.384397 0 
1.18031 -1.29381 -0.207464 0.433016 0.39503 0 
1.66401 -0.549664 -0.0305336 0.190614 0.577052 0 
-1.2712 -1.20794 -0.0260782 0.418959 -0.440903 0 
-0.798808 1.56236 0.0612372 -0.537662 -0.274896 0 
-1.0613 -1.39883 -0.0665544 0.480511 -0.364568 0 
1.63269 0.649153 0.0231242 -0.224788 0.565368 0 
1.74092 -0.245522 -0.412915 0.0783028 0.555222 0 
-1.45362 -0.990997 -0.099001 0.337434 -0.494958 0 
-1.68918 -0.495737 -0.018419 0.171448 -0.584195 0 
-1.59445 -0.748892 0.513235 0.233103 -0.496294 0 
-0.859835 -1.53876 0.148585 0.517509 -0.289176 0 
0.813308 -1.56513 -0.0902228 0.532321 0.276616 0 
-0.0432388 1.76444 -0.117216 -0.596373 -0.0146145 0 
-1.31771 -1.17591 0.124446 0.396575 -0.444395 0 
1.46545 0.987709 0.190406 -0.328358 0.487181 0 
1.52293 -0.898788 -0.100547 0.304158 0.515372 0 
-1.56857 0.818967 -0.758717 -0.239741 -0.459177 0 
1.76999 0.0478224 0.302912 -0.0154925 0.573404 0 
1.58835 0.785032 0.21775 -0.258742 0.523512 0 
-1.71385 0.453722 0.105472 -0.152944 -0.577718 0 
-1.47994 -0.978227 -0.0356769 0.334209 -0.505617 0 
0.873944 -1.54511 -0.12538 0.51797 0.292973 0 
-0.93604 -1.50963 -0.226413 0.495228 -0.307064 0 
-1.51628 -0.927389 -0.112385 0.311268 -0.508924 0 
-1.46538 1.00788 0.0979714 -0.339036 -0.492935 0 
-1.71545 -0.473711 0.127213 0.158285 -0.573198 0 
1.64976 -0.670413 0.313226 0.215305 0.529824 0 
0.2271 -1.76737 0.0890999 0.59431 0.0763664 0 
-1.69849 0.542492 0.41218 -0.170299 -0.53319 0 
-1.54067 -0.89973 0.0944179 0.301788 -0.516774 0 
1.10564 1.40169 -0.22778 -0.457048 0.360514 0 
1.37423 1.14135 0.0168841 -0.388325 0.467562 0 
-0.309051 -1.76059 0.220671 0.574105 -0.100777 0 
-1.39158 -1.1237 0.151151 0.371487 -0.460047 0 
1.77491 0.230017 -0.142733 -0.0761197 0.587371 0 
-1.68167 -0.615797 -0.0542065 0.207352 -0.566253 0 
1.57224 0.859811 0.0565761 -0.289172 0.528775 0 
-0.0511212 -1.79237 -0.134627 0.59287 -0.0169096 0 
-1.73464 -0.458512 -0.39185 0.143543 -0.543054 0 
-0.214636 1.78246 0.0413111 -0.600044 -0.0722547 0 
-1.73481 -0.466534 -0.463253 0.143587 -0.533931 0 
-0.97018 1.51327 -0.132562 -0.49934 -0.320135 0 
-0.341662 1.76593 -0.367278 -0.554219 -0.107227 0 
-1.21296 1.32965 0.0375445 -0.446681 -0.407482 0 
-1.76745 0.345485 0.0385391 -0.115956 -0.593217 0 
-0.125439 -1.79764 0.227189 0.579998 -0.0404723 0 
-1.75981 0.392838 0.198707 -0.127413 -0.570777 0 
1.80104 -0.107211 0.0801774 0.0356061 0.598149 0 
-1.20546 1.34392 0.401196 -0.416916 -0.373962 0 
-1.80634 -0.0203208 -0.106875 0.00670271 -0.595811 0 
0.282454 -1.78535 -0.443068 0.548043 0.0867038 0 
-1.59187 -0.858621 -0.0123735 0.288275 -0.534457 0 
1.52915 0.967971 -0.101623 -0.318949 0.50386 0 
0.770239 1.63891 0.175057 -0.531555 0.249816 0 
-0.739273 1.65432 -0.545844 -0.494973 -0.221191 0 
0.821441 1.61633 0.541558 -0.483733 0.24584 0 
-0.624631 -1.70327 0.602197 0.502468 -0.184267 0 
-1.79878 0.244312 0.062405 -0.0808622 -0.595359 0 
-1.71021 0.611935 -0.24158 -0.195052 -0.545124 0 
-1.05242 -1.48179 -0.0721036 0.488797 -0.34716 0 
-0.106099 -1.8155 -0.175228 0.585935 -0.0342424 0 
-1.79382 0.305786 0.0506478 -0.101167 -0.593473 0 
0.923969 1.56895 -0.0807936 -0.515554 0.303615 0 
0.347725 1.78841 0.233708 -0.569005 0.110633 0 
1.81927 -0.116498 -0.203327 0.0372757 0.582109 0 
0.0303592 -1.82384 -0.141225 0.590717 0.00983293 0 
-1.01085 1.51971 0.148939 -0.491089 -0.326654 0 
-1.05086 -1.49366 -0.0718514 0.490004 -0.34474 0 
0.633951 -1.7139 -0.166856 0.551032 0.203821 0 
1.8197 -0.179006 -0.0502032 0.0589002 0.598754 0 
-1.47776 1.07869 0.085985 -0.352124 -0.482394 0 
-0.103633 1.82773 -0.0488106 -0.600737 -0.034062 0 
1.62419 0.846967 0.431425 -0.25669 0.492244 0 
-1.20273 -1.38304 -0.446399 0.417497 -0.363065 0 
-0.828643 -1.63607 -0.204809 0.519722 -0.263231 0 
1.63605 -0.831081 -0.101045 0.269533 0.530599 0 
-1.72093 0.640123 -0.0807177 -0.20832 -0.560058 0 
-1.503 -1.05658 -0.287807 0.329151 -0.46822 0 
-0.0561836 1.83745 0.0117373 -0.60553 -0.0185152 0 
1.76537 0.51658 0.00930736 -0.170205 0.58166 0 
-1.78102 0.464051 0.238287 -0.145782 -0.559511 0 
1.05374 1.51031 -0.451294 -0.45293 0.316009 0 
-1.4788 -1.09934 -0.317459 0.339154 -0.456217 0 
0.73618 -1.6904 0.361611 0.516227 0.224821 0 
-1.77096 -0.516834 -0.0146831 0.169525 -0.580884 0 
-0.596348 1.74693 0.183314 -0.553245 -0.18886 0 
-1.47512 -1.1115 0.0923506 0.358409 -0.475661 0 
1.14452 1.45103 -0.395962 -0.438648 0.345991 0 
1.23086 -1.38 -0.204795 0.434202 0.387278 0 
1.56393 0.98871 -0.368284 -0.300277 0.474974 0 
-1.3319 -1.28588 0.0541692 0.41673 -0.431644 0 
-1.37225 1.24433 -0.198271 -0.39125 -0.431473 0 
1.76079 -0.578824 -0.0949857 0.185787 0.565167 0 
-1.78245 0.512173 0.0947313 -0.164291 -0.57176 0 
0.968478 -1.58288 0.306036 0.485542 0.297078 0 
-1.02245 1.54985 -0.387046 -0.466893 -0.308011 0 
1.853 -0.133635 0.222767 0.0416629 0.577703 0 
1.70229 -0.746774 -0.147 0.236353 0.538771 0 
-1.85717 0.101951 -0.2366 -0.0316501 -0.576549 0 
1.27437 1.35626 0.00730368 -0.441016 0.414387 0 
-0.84014 1.66182 -0.481698 -0.4887 -0.247065 0 
1.86141 -0.0813546 -0.10107 0.0259224 0.593111 0 
-0.794459 1.68651 -0.145505 -0.532149 -0.250678 0 
-1.12622 -1.48698 0.14104 0.469308 -0.355448 0 
1.7829 0.552051 0.136027 -0.174297 0.562906 0 
-1.48946 1.12649 -0.0331253 -0.362943 -0.479889 0 
-0.00566137 -1.86854 0.0841634 0.59544 -0.00180408 0 
-0.356596 -1.8353 -0.31174 0.557399 -0.108302 0 
1.6269 0.923407 -0.0462583 -0.296131 0.521738 0 
-0.825116 1.68009 -0.138459 -0.528412 -0.259511 0 
1.86904 -0.119085 -0.0108889 0.0384111 0.602865 0 
0.755497 -1.71486 -0.13745 0.538742 0.237348 0 
-1.7223 -0.741083 -0.285022 0.225603 -0.524309 0 
1.69606 0.801803 0.0168714 -0.257799 0.545325 0 
1.85298 -0.299977 -0.107176 0.0946389 0.584592 0 
-1.86812 0.194007 0.095048 -0.0613179 -0.590439 0 
-1.5038 1.127 0.166113 -0.350805 -0.468093 0 
0.443558 1.82724 0.100127 -0.576153 0.13986 0 
1.6974 0.811396 0.403687 -0.239836 0.501725 0 
0.305985 -1.8574 0.1501 0.578923 0.0953711 0 
1.34595 -1.31756 -0.0461944 0.419186 0.428218 0 
1.16202 -1.48367 -0.326096 0.445069 0.34858 0 
1.8856 -0.00811909 0.35295 0.00241996 0.562019 0 
-1.86966 -0.252823 -0.470987 0.0733934 -0.542756 0 
-1.27825 -1.38911 -0.319523 0.416466 -0.383229 0 
1.87737 -0.207447 0.365982 0.0615363 0.556897 0 
0.210476 -1.8781 -0.101538 0.588518 0.0659543 0 
-0.358386 1.85665 0.341628 -0.552916 -0.106729 0 
0.663638 -1.77177 0.267485 0.535685 0.200648 0 
-1.23066 1.43842 0.102235 -0.449791 -0.384823 0 
-0.56263 1.8086 -0.387711 -0.532232 -0.16557 0 
1.65795 0.918037 0.483187 -0.264393 0.477487 0 
1.88328 0.221054 -0.00746729 -0.0703221 0.599113 0 
-1.66231 -0.914502 0.0297848 0.289434 -0.526112 0 
